2019-03-02 02:03:03,225 [D] -:F:n:WD_1:wc.c:48	(at logger.py:129) 
2019-03-02 02:03:03,591 [D] ┌:C:c:WD_2:wc.c:40	(at logger.py:129) 
2019-03-02 02:03:03,591 [D] └:C:c:WD_2:wc.c:39	(at logger.py:129) 
2019-03-02 02:03:03,603 [D] ┌:F:n:WD_3:wc.c:40	(at logger.py:129) 
2019-03-02 02:03:03,603 [D] |:F:n:WD_3:wc.c:39	(at logger.py:129) 
2019-03-02 02:03:03,603 [D] └:F:n:WD_3:wc.c:37	(at logger.py:129) 
2019-03-02 02:03:03,613 [D] -:F:n:WD_1:wc.c:39	(at logger.py:129) 
2019-03-02 02:03:03,625 [D] ┌:F:n:WD_2:wc.c:39	(at logger.py:129) 
2019-03-02 02:03:03,625 [D] └:F:n:WD_2:wc.c:37	(at logger.py:129) 
2019-03-02 02:03:03,639 [D] ┌:F:n:WD_3:wc.c:39	(at logger.py:129) 
2019-03-02 02:03:03,639 [D] |:F:n:WD_3:wc.c:37	(at logger.py:129) 
2019-03-02 02:03:03,639 [D] └:F:n:WD_3:wc.c:36	(at logger.py:129) 
2019-03-02 02:03:03,639 [D]  : : :pass:wc.c:38	(at logger.py:129) 
2019-03-02 02:03:03,651 [D] -:F:n:WD_1:wc.c:37	(at logger.py:129) 
2019-03-02 02:03:03,663 [D] ┌:F:n:WD_2:wc.c:37	(at logger.py:129) 
2019-03-02 02:03:03,663 [D] └:F:n:WD_2:wc.c:36	(at logger.py:129) 
2019-03-02 02:03:03,698 [D] ┌:F:n:WD_3:wc.c:37	(at logger.py:129) 
2019-03-02 02:03:03,698 [D] |:F:n:WD_3:wc.c:36	(at logger.py:129) 
2019-03-02 02:03:03,698 [D] └:F:n:WD_3:wc.c:35	(at logger.py:129) 
2019-03-02 02:03:03,709 [D] -:F:n:WD_1:wc.c:36	(at logger.py:129) 
2019-03-02 02:03:03,720 [D] ┌:F:n:WD_2:wc.c:36	(at logger.py:129) 
2019-03-02 02:03:03,720 [D] └:F:n:WD_2:wc.c:35	(at logger.py:129) 
2019-03-02 02:03:03,730 [D] ┌:F:n:WD_3:wc.c:36	(at logger.py:129) 
2019-03-02 02:03:03,730 [D] |:F:n:WD_3:wc.c:35	(at logger.py:129) 
2019-03-02 02:03:03,730 [D] └:F:n:WD_3:wc.c:34	(at logger.py:129) 
2019-03-02 02:03:03,743 [D] -:F:n:WD_1:wc.c:35	(at logger.py:129) 
2019-03-02 02:03:03,756 [D] ┌:F:n:WD_2:wc.c:35	(at logger.py:129) 
2019-03-02 02:03:03,757 [D] └:F:n:WD_2:wc.c:34	(at logger.py:129) 
2019-03-02 02:03:03,772 [D] ┌:F:n:WD_3:wc.c:35	(at logger.py:129) 
2019-03-02 02:03:03,772 [D] |:F:n:WD_3:wc.c:34	(at logger.py:129) 
2019-03-02 02:03:03,772 [D] └:F:n:WD_3:wc.c:33	(at logger.py:129) 
2019-03-02 02:03:03,787 [D] -:F:n:WD_1:wc.c:34	(at logger.py:129) 
2019-03-02 02:03:03,800 [D] ┌:F:n:WD_2:wc.c:34	(at logger.py:129) 
2019-03-02 02:03:03,801 [D] └:F:n:WD_2:wc.c:33	(at logger.py:129) 
2019-03-02 02:03:03,812 [D] ┌:F:n:WD_3:wc.c:34	(at logger.py:129) 
2019-03-02 02:03:03,812 [D] |:F:n:WD_3:wc.c:33	(at logger.py:129) 
2019-03-02 02:03:03,812 [D] └:F:n:WD_3:wc.c:31	(at logger.py:129) 
2019-03-02 02:03:03,825 [D] -:F:n:WD_1:wc.c:33	(at logger.py:129) 
2019-03-02 02:03:03,839 [D] ┌:F:n:WD_2:wc.c:33	(at logger.py:129) 
2019-03-02 02:03:03,839 [D] └:F:n:WD_2:wc.c:31	(at logger.py:129) 
2019-03-02 02:03:03,850 [D] ┌:F:n:WD_3:wc.c:33	(at logger.py:129) 
2019-03-02 02:03:03,850 [D] |:F:n:WD_3:wc.c:31	(at logger.py:129) 
2019-03-02 02:03:03,850 [D] └:F:n:WD_3:wc.c:30	(at logger.py:129) 
2019-03-02 02:03:03,850 [D]  : : :pass:wc.c:32	(at logger.py:129) 
2019-03-02 02:03:03,883 [D] -:C:c:WD_1:wc.c:31	(at logger.py:129) 
2019-03-02 02:03:03,916 [D] ┌:C:c:WD_2:wc.c:31	(at logger.py:129) 
2019-03-02 02:03:03,916 [D] └:C:c:WD_2:wc.c:30	(at logger.py:129) 
2019-03-02 02:03:03,926 [D] ┌:F:n:WD_3:wc.c:31	(at logger.py:129) 
2019-03-02 02:03:03,926 [D] |:F:n:WD_3:wc.c:30	(at logger.py:129) 
2019-03-02 02:03:03,926 [D] └:F:n:WD_3:wc.c:29	(at logger.py:129) 
2019-03-02 02:03:03,959 [D] -:C:c:WD_1:wc.c:30	(at logger.py:129) 
2019-03-02 02:03:03,971 [D] ┌:F:n:WD_2:wc.c:30	(at logger.py:129) 
2019-03-02 02:03:03,971 [D] └:F:n:WD_2:wc.c:29	(at logger.py:129) 
2019-03-02 02:03:03,983 [D] ┌:F:n:WD_3:wc.c:30	(at logger.py:129) 
2019-03-02 02:03:03,983 [D] |:F:n:WD_3:wc.c:29	(at logger.py:129) 
2019-03-02 02:03:03,983 [D] └:F:n:WD_3:wc.c:28	(at logger.py:129) 
2019-03-02 02:03:03,994 [D] -:F:n:WD_1:wc.c:29	(at logger.py:129) 
2019-03-02 02:03:04,007 [D] ┌:F:n:WD_2:wc.c:29	(at logger.py:129) 
2019-03-02 02:03:04,007 [D] └:F:n:WD_2:wc.c:28	(at logger.py:129) 
2019-03-02 02:03:04,041 [D] ┌:C:c:WD_3:wc.c:29	(at logger.py:129) 
2019-03-02 02:03:04,041 [D] |:C:c:WD_3:wc.c:28	(at logger.py:129) 
2019-03-02 02:03:04,041 [D] └:C:c:WD_3:wc.c:27	(at logger.py:129) 
2019-03-02 02:03:04,074 [D] -:C:c:WD_1:wc.c:28	(at logger.py:129) 
2019-03-02 02:03:04,086 [D] ┌:F:n:WD_2:wc.c:28	(at logger.py:129) 
2019-03-02 02:03:04,086 [D] └:F:n:WD_2:wc.c:27	(at logger.py:129) 
2019-03-02 02:03:04,086 [D] ┌:C:c:WD_3:wc.c:28	(at logger.py:129) 
2019-03-02 02:03:04,086 [D] |:C:c:WD_3:wc.c:27	(at logger.py:129) 
2019-03-02 02:03:04,086 [D] └:C:c:WD_3:wc.c:21	(at logger.py:129) 
2019-03-02 02:03:04,096 [D] -:F:n:WD_1:wc.c:27	(at logger.py:129) 
2019-03-02 02:03:04,108 [D] ┌:F:n:WD_2:wc.c:27	(at logger.py:129) 
2019-03-02 02:03:04,108 [D] └:F:n:WD_2:wc.c:21	(at logger.py:129) 
2019-03-02 02:03:04,120 [D] ┌:F:n:WD_3:wc.c:27	(at logger.py:129) 
2019-03-02 02:03:04,120 [D] |:F:n:WD_3:wc.c:21	(at logger.py:129) 
2019-03-02 02:03:04,120 [D] └:F:n:WD_3:wc.c:20	(at logger.py:129) 
2019-03-02 02:03:04,120 [D]  : : :pass:wc.c:26	(at logger.py:129) 
2019-03-02 02:03:04,120 [D]  : : :pass:wc.c:25	(at logger.py:129) 
2019-03-02 02:03:04,120 [D]  : : :pass:wc.c:24	(at logger.py:129) 
2019-03-02 02:03:04,120 [D]  : : :pass:wc.c:23	(at logger.py:129) 
2019-03-02 02:03:04,121 [D]  : : :pass:wc.c:22	(at logger.py:129) 
2019-03-02 02:03:04,131 [D] -:F:n:WD_1:wc.c:21	(at logger.py:129) 
2019-03-02 02:03:04,143 [D] ┌:F:n:WD_2:wc.c:21	(at logger.py:129) 
2019-03-02 02:03:04,144 [D] └:F:n:WD_2:wc.c:20	(at logger.py:129) 
2019-03-02 02:03:04,155 [D] ┌:F:n:WD_3:wc.c:21	(at logger.py:129) 
2019-03-02 02:03:04,155 [D] |:F:n:WD_3:wc.c:20	(at logger.py:129) 
2019-03-02 02:03:04,156 [D] └:F:n:WD_3:wc.c:14	(at logger.py:129) 
2019-03-02 02:03:04,156 [D] -:F:n:WD_1:wc.c:20	(at logger.py:129) 
2019-03-02 02:03:04,167 [D] ┌:F:n:WD_2:wc.c:20	(at logger.py:129) 
2019-03-02 02:03:04,167 [D] └:F:n:WD_2:wc.c:14	(at logger.py:129) 
2019-03-02 02:03:04,178 [D] ┌:F:n:WD_3:wc.c:20	(at logger.py:129) 
2019-03-02 02:03:04,178 [D] |:F:n:WD_3:wc.c:14	(at logger.py:129) 
2019-03-02 02:03:04,178 [D] └:F:n:WD_3:wc.c:13	(at logger.py:129) 
2019-03-02 02:03:04,178 [D]  : : :pass:wc.c:19	(at logger.py:129) 
2019-03-02 02:03:04,178 [D]  : : :pass:wc.c:18	(at logger.py:129) 
2019-03-02 02:03:04,178 [D]  : : :pass:wc.c:17	(at logger.py:129) 
2019-03-02 02:03:04,178 [D]  : : :pass:wc.c:16	(at logger.py:129) 
2019-03-02 02:03:04,178 [D]  : : :pass:wc.c:15	(at logger.py:129) 
2019-03-02 02:03:04,179 [D] -:F:n:WD_1:wc.c:14	(at logger.py:129) 
2019-03-02 02:03:04,179 [D] ┌:F:n:WD_2:wc.c:14	(at logger.py:129) 
2019-03-02 02:03:04,179 [D] └:F:n:WD_2:wc.c:13	(at logger.py:129) 
2019-03-02 02:03:04,179 [D] ┌:F:n:WD_3:wc.c:14	(at logger.py:129) 
2019-03-02 02:03:04,179 [D] |:F:n:WD_3:wc.c:13	(at logger.py:129) 
2019-03-02 02:03:04,179 [D] └:F:n:WD_3:wc.c:9	(at logger.py:129) 
2019-03-02 02:03:04,179 [D] -:C:c:WD_1:wc.c:13	(at logger.py:129) 
2019-03-02 02:03:04,179 [D] ┌:F:n:WD_2:wc.c:13	(at logger.py:129) 
2019-03-02 02:03:04,179 [D] └:F:n:WD_2:wc.c:9	(at logger.py:129) 
2019-03-02 02:03:04,179 [D] ┌:F:n:WD_3:wc.c:13	(at logger.py:129) 
2019-03-02 02:03:04,179 [D] |:F:n:WD_3:wc.c:9	(at logger.py:129) 
2019-03-02 02:03:04,179 [D] └:F:n:WD_3:wc.c:7	(at logger.py:129) 
2019-03-02 02:03:04,179 [D]  : : :pass:wc.c:12	(at logger.py:129) 
2019-03-02 02:03:04,180 [D]  : : :pass:wc.c:11	(at logger.py:129) 
2019-03-02 02:03:04,180 [D]  : : :pass:wc.c:10	(at logger.py:129) 
2019-03-02 02:03:04,180 [D] -:F:n:WD_1:wc.c:9	(at logger.py:129) 
2019-03-02 02:03:04,180 [D] ┌:F:n:WD_2:wc.c:9	(at logger.py:129) 
2019-03-02 02:03:04,180 [D] └:F:n:WD_2:wc.c:7	(at logger.py:129) 
2019-03-02 02:03:04,180 [D] ┌:F:n:WD_3:wc.c:9	(at logger.py:129) 
2019-03-02 02:03:04,180 [D] |:F:n:WD_3:wc.c:7	(at logger.py:129) 
2019-03-02 02:03:04,180 [D] └:F:n:WD_3:wc.c:4	(at logger.py:129) 
2019-03-02 02:03:04,180 [D]  : : :pass:wc.c:8	(at logger.py:129) 
2019-03-02 02:03:04,181 [D] -:F:n:WD_1:wc.c:7	(at logger.py:129) 
2019-03-02 02:03:04,181 [D] ┌:F:n:WD_2:wc.c:7	(at logger.py:129) 
2019-03-02 02:03:04,181 [D] └:F:n:WD_2:wc.c:4	(at logger.py:129) 
2019-03-02 02:03:04,181 [D] ┌:F:n:WD_3:wc.c:7	(at logger.py:129) 
2019-03-02 02:03:04,181 [D] |:F:n:WD_3:wc.c:4	(at logger.py:129) 
2019-03-02 02:03:04,181 [D] └:F:n:WD_3:wc.c:3	(at logger.py:129) 
2019-03-02 02:03:04,181 [D]  : : :pass:wc.c:6	(at logger.py:129) 
2019-03-02 02:03:04,181 [D]  : : :pass:wc.c:5	(at logger.py:129) 
2019-03-02 02:03:04,181 [D] -:F:n:WD_1:wc.c:4	(at logger.py:129) 
2019-03-02 02:03:04,181 [D] ┌:F:n:WD_2:wc.c:4	(at logger.py:129) 
2019-03-02 02:03:04,181 [D] └:F:n:WD_2:wc.c:3	(at logger.py:129) 
2019-03-02 02:03:04,181 [D] ┌:F:n:WD_3:wc.c:4	(at logger.py:129) 
2019-03-02 02:03:04,181 [D] |:F:n:WD_3:wc.c:3	(at logger.py:129) 
2019-03-02 02:03:04,182 [D] └:F:n:WD_3:wc.c:2	(at logger.py:129) 
2019-03-02 02:03:04,182 [D] -:F:n:WD_1:wc.c:3	(at logger.py:129) 
2019-03-02 02:03:04,182 [D] ┌:F:n:WD_2:wc.c:3	(at logger.py:129) 
2019-03-02 02:03:04,182 [D] └:F:n:WD_2:wc.c:2	(at logger.py:129) 
2019-03-02 02:03:04,182 [D] ┌:F:n:WD_3:wc.c:3	(at logger.py:129) 
2019-03-02 02:03:04,182 [D] └:F:n:WD_3:wc.c:2	(at logger.py:129) 
2019-03-02 02:03:04,182 [D] -:F:n:WD_1:wc.c:2	(at logger.py:129) 
2019-03-02 02:03:04,182 [D] -:F:n:WD_2:wc.c:2	(at logger.py:129) 
2019-03-02 02:03:04,182 [D] -:F:n:WD_3:wc.c:2	(at logger.py:129) 
2019-03-02 02:03:04,182 [D]  : : :pass:wc.c:1	(at logger.py:129) 
2019-03-02 02:03:04,182 [D] comp_cached_cnt:25	(at logger.py:134) 
2019-03-02 02:03:04,182 [D] compile_cnt:59	(at logger.py:134) 
2019-03-02 02:03:04,183 [D] execute_cnt:0	(at logger.py:134) 
2019-03-02 02:03:04,183 [D] fail_del_cnt:15	(at logger.py:134) 
2019-03-02 02:03:04,183 [D] iter_idx:3	(at logger.py:134) 
2019-03-02 02:03:04,183 [D] reuse_cnt:15	(at logger.py:134) 
2019-03-02 02:03:04,183 [D] succ_del_cnt:0	(at logger.py:134) 
2019-03-02 02:03:04,183 [D] time:0.9704709053039551	(at logger.py:134) 
2019-03-02 02:03:04,183 [D] deletion:20	(at logger.py:136) 
