2019-03-02 02:02:19,136 [D] -:F:n:WD_1:wc.c:48	(at logger.py:129) 
2019-03-02 02:02:20,106 [D] └:F:n:WD_3:wc.c:7	(at logger.py:129) 
2019-03-02 02:02:20,119 [D] -:F:n:WD_1:wc.c:8	(at logger.py:129) 
2019-03-02 02:02:20,132 [D] ┌:F:n:WD_2:wc.c:8	(at logger.py:129) 
2019-03-02 02:02:20,132 [D] └:F:n:WD_2:wc.c:7	(at logger.py:129) 
2019-03-02 02:02:20,143 [D] ┌:F:n:WD_3:wc.c:8	(at logger.py:129) 
2019-03-02 02:02:20,143 [D] |:F:n:WD_3:wc.c:7	(at logger.py:129) 
2019-03-02 02:02:20,143 [D] └:F:n:WD_3:wc.c:6	(at logger.py:129) 
2019-03-02 02:02:20,156 [D] -:F:n:WD_1:wc.c:7	(at logger.py:129) 
2019-03-02 02:02:20,170 [D] ┌:F:n:WD_2:wc.c:7	(at logger.py:129) 
2019-03-02 02:02:20,171 [D] └:F:n:WD_2:wc.c:6	(at logger.py:129) 
2019-03-02 02:02:20,182 [D] ┌:F:n:WD_3:wc.c:7	(at logger.py:129) 
2019-03-02 02:02:20,182 [D] |:F:n:WD_3:wc.c:6	(at logger.py:129) 
2019-03-02 02:02:20,182 [D] └:F:n:WD_3:wc.c:5	(at logger.py:129) 
2019-03-02 02:02:20,192 [D] -:F:n:WD_1:wc.c:6	(at logger.py:129) 
2019-03-02 02:02:20,205 [D] ┌:F:n:WD_2:wc.c:6	(at logger.py:129) 
2019-03-02 02:02:20,205 [D] └:F:n:WD_2:wc.c:5	(at logger.py:129) 
2019-03-02 02:02:20,217 [D] ┌:F:n:WD_3:wc.c:6	(at logger.py:129) 
2019-03-02 02:02:20,217 [D] |:F:n:WD_3:wc.c:5	(at logger.py:129) 
2019-03-02 02:02:20,217 [D] └:F:n:WD_3:wc.c:4	(at logger.py:129) 
2019-03-02 02:02:20,248 [D] -:P:c:WD_1:wc.c:5	(at logger.py:129) 
2019-03-02 02:02:20,258 [D] -:F:n:WD_1:wc.c:4	(at logger.py:129) 
2019-03-02 02:02:20,271 [D] ┌:F:n:WD_2:wc.c:4	(at logger.py:129) 
2019-03-02 02:02:20,271 [D] └:F:n:WD_2:wc.c:3	(at logger.py:129) 
2019-03-02 02:02:20,272 [D] ┌:F:n:WD_3:wc.c:4	(at logger.py:129) 
2019-03-02 02:02:20,272 [D] └:F:n:WD_3:wc.c:3	(at logger.py:129) 
2019-03-02 02:02:20,284 [D] -:F:n:WD_1:wc.c:3	(at logger.py:129) 
2019-03-02 02:02:20,284 [D] -:F:n:WD_2:wc.c:3	(at logger.py:129) 
2019-03-02 02:02:20,284 [D] -:F:n:WD_3:wc.c:3	(at logger.py:129) 
2019-03-02 02:02:20,284 [D]  : : :pass:wc.c:2	(at logger.py:129) 
2019-03-02 02:02:20,284 [D]  : : :pass:wc.c:1	(at logger.py:129) 
2019-03-02 02:02:20,284 [D] comp_cached_cnt:3	(at logger.py:134) 
2019-03-02 02:02:20,284 [D] compile_cnt:57	(at logger.py:134) 
2019-03-02 02:02:20,284 [D] execute_cnt:12	(at logger.py:134) 
2019-03-02 02:02:20,284 [D] fail_del_cnt:11	(at logger.py:134) 
2019-03-02 02:02:20,284 [D] iter_idx:2	(at logger.py:134) 
2019-03-02 02:02:20,284 [D] reuse_cnt:4	(at logger.py:134) 
2019-03-02 02:02:20,284 [D] succ_del_cnt:5	(at logger.py:134) 
2019-03-02 02:02:20,285 [D] time:1.1602730751037598	(at logger.py:134) 
2019-03-02 02:02:20,285 [D] deletion:31	(at logger.py:136) 
