2019-03-02 02:02:24,553 [D] -:F:n:WD_1:wc.c:48	(at logger.py:129) 
2019-03-02 02:02:25,865 [D]  : : :pass:wc.c:2	(at logger.py:129) 
2019-03-02 02:02:25,865 [D]  : : :pass:wc.c:1	(at logger.py:129) 
2019-03-02 02:02:25,865 [D] comp_cached_cnt:3	(at logger.py:134) 
2019-03-02 02:02:25,865 [D] compile_cnt:57	(at logger.py:134) 
2019-03-02 02:02:25,865 [D] execute_cnt:12	(at logger.py:134) 
2019-03-02 02:02:25,865 [D] fail_del_cnt:11	(at logger.py:134) 
2019-03-02 02:02:25,865 [D] iter_idx:2	(at logger.py:134) 
2019-03-02 02:02:25,865 [D] reuse_cnt:4	(at logger.py:134) 
2019-03-02 02:02:25,866 [D] succ_del_cnt:5	(at logger.py:134) 
2019-03-02 02:02:25,866 [D] time:1.3241653442382812	(at logger.py:134) 
2019-03-02 02:02:25,866 [D] deletion:31	(at logger.py:136) 
